3.07;0.6111763;0.6163969;0.6346085;0.6475812;0.6551278;0.6479269;0.6750555;0.6693108;0.6660284;0.6517174;0.6286498;0.5775787;0.630871;0.6517923;0.6573596;0.6701783;0.6508329;0.6845125;0.6796199;0.6659785;0.6656994;0.6720287;0.6647455;0.6684606;0.6629327;0.6687872;0.6585706;0.6598004;0.6472535;0.6455503;0.6462646;0.6484634;0.6635873;0.6669013;0.667311;0.6870936;0.6865353;0.6799385;0.678279;0.6807665;0.6787317;0.6782549;0.686992;0.6892816;0.6878519;0.6943149;0.6830163;0.6901458;0.6987967;0.6969893;0.7068646;0.7072536;0.7067865;0.7152165;0.7014137;0.6798488
5.07;0.6056941;0.6184399;0.6258979;0.6477677;0.6474155;0.6496687;0.6748873;0.6588014;0.6550983;0.6512647;0.5971819;0.5815578;0.6334366;0.6432934;0.6696208;0.6493931;0.6544586;0.6747557;0.6673507;0.6471687;0.6704824;0.654816;0.6511863;0.6510772;0.6663989;0.660845;0.6566767;0.6485226;0.6409099;0.6448728;0.6466702;0.6460383;0.6518884;0.6656486;0.6668137;0.6728849;0.6812918;0.6772685;0.6799254;0.678831;0.684039;0.67279;0.6874203;0.6895438;0.6894731;0.6809926;0.6924894;0.6976766;0.687603;0.7021917;0.6847291;0.6914696;0.6727082;0.6928489;0.6893283;0.6728422
7.07;0.6040351;0.5892318;0.6411799;0.6362066;0.6458577;0.6311947;0.6543391;0.6645353;0.6560574;0.6405278;0.6194913;0.5867597;0.6490932;0.6589376;0.6559727;0.664885;0.6461387;0.6573671;0.6530069;0.6925086;0.6839523;0.6596746;0.6507883;0.6527104;0.6499461;0.6631882;0.6592955;0.6457372;0.6420657;0.637688;0.6337403;0.6453055;0.6484788;0.6669039;0.665178;0.6800953;0.6750584;0.6743937;0.6776407;0.6882124;0.6799671;0.6751962;0.6812798;0.684762;0.6903451;0.6942068;0.6818338;0.6734963;0.6915853;0.6931542;0.6804569;0.6845428;0.7108893;0.6981148;0.6740374;0.6960679
9.07;0.6058859;0.6128263;0.6516999;0.6752305;0.6860949;0.6618406;0.6805185;0.6859308;0.6851149;0.6572503;0.6463793;0.5922865;0.6748898;0.6611236;0.6831993;0.667923;0.6874534;0.6741555;0.6609227;0.6794298;0.6611661;0.6420213;0.6399999;0.6495227;0.6685473;0.6546426;0.6500754;0.6378026;0.6398467;0.6303307;0.6344368;0.6429631;0.6514528;0.660875;0.6586688;0.6819168;0.6801659;0.6739717;0.6658859;0.6799354;0.6684947;0.6738996;0.6855515;0.6803487;0.6854141;0.6833021;0.6861266;0.6853839;0.6712778;0.6793719;0.664846;0.677601;0.6851407;0.6878478;0.6925945;0.6701217
11.07;0.6546103;0.661903;0.6760677;0.6743493;0.6966694;0.6742184;0.7031262;0.6931094;0.67468;0.670638;0.6516799;0.5905913;0.6548209;0.6690935;0.6905075;0.6978669;0.6757639;0.6670286;0.6655087;0.6577607;0.6633256;0.6568438;0.6582938;0.6669163;0.6493644;0.6527397;0.6494963;0.6440818;0.6291893;0.6308868;0.6326479;0.6393414;0.6507292;0.6659506;0.6617708;0.6792875;0.6772851;0.6675216;0.6678639;0.6763483;0.6729534;0.6724847;0.6764515;0.6755661;0.6805924;0.690076;0.6816161;0.6889231;0.6876117;0.673489;0.6791493;0.6768313;0.6763881;0.703511;0.6969282;0.678804
13.07;0.6291028;0.669533;0.6806879;0.6974078;0.7163894;0.7003582;0.7218929;0.7147432;0.7205567;0.701806;0.6482435;0.6255571;0.7108057;0.6953275;0.7073814;0.686456;0.7052394;0.6978798;0.6590784;0.6707278;0.6565461;0.6640302;0.6514621;0.6612862;0.6575526;0.6435845;0.6471928;0.6391532;0.6270581;0.6274777;0.6260203;0.6394989;0.6459986;0.6569556;0.6547192;0.6657921;0.6704183;0.664393;0.6618516;0.6671974;0.6676285;0.6667918;0.661488;0.672757;0.6749162;0.6794742;0.6683298;0.6832458;0.668937;0.6756758;0.6803303;0.6708047;0.693498;0.6709045;0.6676365;0.6357671
15.08;0.6676347;0.6612152;0.6859452;0.733247;0.7273781;0.7286588;0.7481202;0.7280303;0.7251678;0.7126833;0.6698955;0.6393483;0.7004067;0.6831835;0.7011913;0.7027183;0.6783904;0.6704742;0.6473754;0.6635706;0.674162;0.6594752;0.6445029;0.6430926;0.6521653;0.6449107;0.6404039;0.6322437;0.6270601;0.6242319;0.6256431;0.6349125;0.6380251;0.6504943;0.6458006;0.6661783;0.6592097;0.662847;0.6550903;0.6723131;0.6670621;0.66632;0.6656332;0.6755664;0.6669087;0.6783439;0.6756845;0.6757513;0.6571898;0.6834637;0.6706894;0.6674388;0.6591881;0.6849077;0.6648702;0.6653394
17.08;0.7234026;0.7231133;0.746827;0.7541346;0.7644423;0.787528;0.7652588;0.773588;0.772529;0.764471;0.6982348;0.6690293;0.6939078;0.6902373;0.734431;0.7138544;0.7132917;0.6420392;0.6717233;0.6586722;0.6827077;0.6587995;0.644412;0.6448923;0.6332817;0.6525463;0.6351654;0.6233778;0.6258978;0.6191469;0.6272399;0.6275436;0.6392887;0.6493548;0.6462268;0.6573768;0.6657332;0.6555512;0.6623912;0.6678687;0.659268;0.6634592;0.6656749;0.6706079;0.6615304;0.6675449;0.659945;0.6665389;0.6546768;0.6664838;0.694886;0.6644626;0.6819042;0.6933523;0.6699037;0.6583742
19.08;0.7272156;0.7257929;0.7451096;0.7688269;0.7733221;0.7654588;0.7949949;0.7776406;0.794422;0.7533077;0.7177963;0.6615567;0.7577625;0.7289155;0.7393019;0.699685;0.6958311;0.688804;0.6779501;0.6690542;0.6698374;0.6568203;0.6405733;0.6421031;0.6480321;0.6312214;0.6330943;0.6282242;0.6213377;0.62084;0.6185588;0.6273191;0.6392637;0.6449624;0.6467692;0.6639892;0.6620312;0.6560774;0.6534576;0.6559445;0.6653861;0.6535718;0.6606914;0.6583336;0.6662082;0.6625004;0.6716085;0.6775511;0.6771197;0.6647164;0.6766696;0.6642554;0.6848428;0.6706837;0.6814386;0.6444508
21.08;0.7117642;0.6665789;0.7449119;0.7368385;0.748851;0.7404787;0.7642767;0.7652344;0.7664924;0.7368236;0.6996942;0.6542921;0.7085284;0.7379042;0.7293635;0.6956242;0.6779093;0.6907466;0.6732052;0.6618976;0.6529819;0.650125;0.6364043;0.6454719;0.6310748;0.6388556;0.6359911;0.622297;0.6184137;0.6171233;0.6131856;0.6233324;0.6293808;0.6435373;0.6400184;0.6589983;0.6589762;0.6567664;0.6510173;0.658202;0.6554078;0.6543149;0.6574335;0.6599671;0.6589859;0.6583591;0.6617051;0.662347;0.6765054;0.6724942;0.6751449;0.6575023;0.6675308;0.6864789;0.657157;0.6336707
